Identifier,Name
400656U ,HOTEL LEISURE AND TOURISM TRUS
520173U ,ISPT 50 LONSDALE STREET PROPER
529641U ,ISPT INTERNATIONAL PROPERTY TR
536050U ,MORGAN STANLEY REAL ESTATE 5 F
536580U ,INDUSTRY SUPERANNUATION PROPER
537619U ,FIDUCIARY INTERNATIONAL REAL E
538069U ,CHARTER HALL OPPORTUNITY FUND
538945U ,FORTIUS ACTIVE PROPERTY TRUST
525965U ,ABERDEEN AUST FLOATING RATE IN
526504U ,SUPER MEMBER INVESTMENTS
410110B ,PRINCIPAL GLOBAL FUNDING
416281B ,INVESTA PROPERTY S-EMTN CALLAB
515195B ,NRMA
519601B ,WESTFIELD TRUST
520691B ,COMMONWEALTH PROPERTY OFFICE F
523887B ,MAXIS LOANS SECS FUND NO 7 CLA
526055B ,ASIF II
526166B ,TORRENS TRUST S:2004-2 CL:A-1
528797B ,INTERSTAR MILLENIUM TRUST S:20
536172B ,EUROFIMA S:MTN C:SR UNSECURED
538603B ,DEXIA MUNICIPAL AGENCY
541020B ,HERITAGE BUILDING SOCIETY LIMI
541560N ,SUNCORP-METWAY LTD.
541716D ,ESANDA FINANCE CORP LTD
541778N ,ADELAIDE BANK LTD.
541946D ,SPINNAKER CAPITAL PTY LTD
541950D ,PERRY ANTIPODES TRUST NO. 1
542122D ,NEWCASTLE PERMANENT BUILDING S
542278B ,BANK OF AMERICA CORP S:MTN RED
542318N ,ADELAIDE BANK LTD.
542865B ,COMMONWEALTH PROP FUND S:A
6103561,WESTERN AUSTRALIA TREASURY COR
6332848,NEW S WALES TREASURY CRP S:10
6407070,WESTERN AUST TREAS CORP S:13 C
6412858,SUNCORP METWAY LTD S - A CALLA
6560092,SOUTHERN CROSS AIRPORTS
6562184,HUTCHISON TELECOM AUST S:MTN
6599535,MACQUARIE BANK LTD S-1 CALLABL
6606059,WESTERN AUST TREAS CORP S:17 C
6704641,ARMS II S:XIV CL:A2B
6729495,GENERAL PROPERTY TRUST S:MTN C
6740355,COMMONWEALTH BANK AUS S:MTN C/
708329B ,DEXIA MUNICIPAL AGENCY
B00JW66 ,CAISSE FRANCAISE DE FIN C:COVE
B014JC5 ,AUST & NZ BKG GRP S:MTN C/ABLE
B01G3N0 ,DEUTSCHE BANK AG LONDON S:MTN
B039PL9 ,GOLDMAN SACHS GROUP INC
B03KXB8 ,GOLDMAN SACHS GROUP INC
B043B01 ,SNOWY HYDRO LIMITED S:MTN
B043C97 ,LANE COVE TUNNEL FIN CRP CALLA
B043CP3 ,NATIONAL RURAL UTILITIES COOPE
B0523H8Y,MACQUARIE AIRPORT CONVERTIBLE
B05N6X8 ,LANDWIRTSCH. RENTENBANK C:GOVT
B0666P8 ,MORGAN STANLEY S:MTN
B06N0Z7 ,RABOBANK NEDERLAND(AUST) S:MTN
B070950 ,ABN AMRO BANK NV - S:MTN
B09YYV1 ,CITIGROUP INC
B0C54N3 ,STOCKLAND PROPERTY MGMNT - S:M
B0CT424 ,WELLS FARGO & CO
B0DSJC5 ,COLES GROUP FINANCE S;MTN
B0HCHL8 ,KFW S:MTN C:GOVT GUARANTEED
B0HD0S9 ,AUST & NZ BANKING GROUP S:31 (
B0JNX88 ,CSR LTD S:MTN
B0KMKC7 ,CIE FINANCEMENT FONCIER S:MTN
B0LG5P6 ,1ALINTA NETWORKS HOLDINGS (CAL
B0M6G74 ,RABOBANK NEDERLAND S:MTN C:SR
B0PKS33 ,WESTPAC BANKING S:MTN (CALLABL
B0Q58H1 ,NEDER WATERSCHAPSBANK S:MTN C:
B0R5223 ,NATIONAL AUSTRALIA BANK S:MTN
B0TRLX1 ,COUNTRYWIDE FINANCIAL S:MTN
B0VV573 ,INTERSTAR MILLENNIUM TRUST S:2
B0ZL3Y2 ,DEUT PFANDBRIEFBANK AG S:MTN C
B10BJH9 ,CIT GROUP AUST LTD S:MTN
B10QZ10 ,ING BANK (AUSTRALIA) LTD
B121687 ,NEW S WALES TREASURY CRP S:17
B125WM5 ,WELLS FARGO & COMPANY S:MTN C:
B13H338 ,LANE COVE TUNNEL FIN CORP S:FI
B153312 ,ROYAL BK OF SCOTLAND NV
B16TB26 ,NATIONAL WEALTH MANAGEME CALL
541480U ,IFM ALTERNATIVE FIXED INCOME F
541647U ,THE SUPER LOANS TRUST
527454U ,BENTHAM SYNDICATED LOAN FUND
240419,UNITED KINGDOM GILT C:BONDS
489308,UNITED KINGDOM GILT C:BONDS
2145578,CANADIAN GOVERNMENT S:WL43 C:B
2285269,UNITED STATES OF AMERICA BOND
4246554,KINGDOM OF DENMARK C:BONDS
4640424,GERMANY
5357336,SWEDISH GOVERNMENT S:1041 C:BO
5423594,BELGIUM KINGDOM S:31 C:SR UNSE
5428566,NETHERLANDS GOVERNMENT C:BONDS
5430011,FRANCE (GOVT OF) C:BONDS
543070U ,BRIDGEWATER SHORT TERM INVESTM
543071U ,BRIDGEWATER PURE ALPHA FUND II
5933305,BUONI POLIENNALI DEL TES C:BON
5945797,ITALY (BTPS)
5964480,DENMARK (KINGDOM OF)
6139265,JAPAN (20 YEAR ISSUE) S:41 C:S
6163554,JAPAN -207 (10 YEAR ISSUE) S-2
6313467,JAPAN (GOVT OF)
6391913,JGB #234
6587671,JAPAN (GOVT OF)
7218453,FRANCE (GOVT OF)
722048N ,NATIONAL AUSTRALIA BANK LTD./P
722416P ,WESTPAC BANKING CORP.
722418P ,TOYOTA FINANCE AUSTRALIA LTD.
7344477,HELLENIC
809657D ,AUSTRALIA AND NEW ZEALAND BANK
809658D ,NATIONAL AUSTRALIA BANK LTD./R
809659D ,AUSTRALIA AND NEW ZEALAND BANK
812332D ,AUSTRALIA AND NEW ZEALAND BANK
812333D ,NATIONAL AUSTRALIA BANK LTD/VA
B02WHX5 ,JAPAN (20 YEAR ISSUE) S:72 C:B
B06BRT4 ,JAPAN (20 YEAR ISSUE) S:74 C:B
BJ0906  ,10YR MINI JGB (SGX) FUTURE
CN0906  ,CAN 10YR BOND FUTURE (MSE)
DU0906  ,EURO-SCHATZ FUTURE (EUX)
FV0906  ,US 5 YEAR NOTE (CBT)
G0906   ,LONG GILT FUTURE (LIF)
OE0906  ,EURO BOBL FUTURE (EUX)
RX0906  ,EURO-BUND FUTURE (EUX)
TU0906  ,US 2YR NOTE (CBT)
TY0906  ,US 10YR NOTE (CBT) FUTURE
US0906  ,US LONG BOND (CBT) FUTURE
0020N3H1,ASB BANK LTD 4-2 DISC NT
892188,UK TREASURY
2032528,VERIZON NEW YORK INC CALL S:B
2036694,HCA INC
2150367,SB TREASURY COMPANY LLC S:144A
2150839,IBJ PREFERRED CAPITAL
2197665,TOBACCO SETTLEMENT FING CORP N
2206862,WASHINGTON MUTUAL S:2002-AR11
2258238,REPUBLIC OF CHILE C:SR UNSECUR
2309006,KROGER CO
23325FGL,DNB NOR BANK ASA CORPORATE
2376174,UNITED STATES TREASURY NOTE
2395500,GOLDEN ST TOB SECURITIZATION C
2396945,TOKAI PFD CAPITAL CO LLC S:REG
2508795,US GOVT NATIONAL STRIPS
2522999,LOWER COLO RIV AUTH TEX (MUNIC
2532642,COMMERCIAL MORTGAGE ASSET TRUS
2545907,UNITED STATES OF AMERICA BOND
2584386,TOBACCO SETTLEMENT FING CORP N
2671448,COMCAST CORP
2674544,MANDALAY RESORT GROUP S:B
2757520,QWEST
2828385,PSEG POWER
2876113,VERIZON NEW YORK INC S:A
2914819,US STRIP
2916934,UNITED STATES OF AMERICA BOND
2917595,US TREASURY BOND
2920645,HOUSEHOLD FINANCE CORP
2925220,US TREASURY N/B
2931175,UNITED STATES OF AMERICA BOND
2969314,TENN VALLEY AUTHORITY (PUTABLE
2979012,GOLDMAN SACHS GROUP INC
3115194Y,SWEDBANK
3173415,UK TREASURY
317501ZF,OTC 3ML SWP30@6.25 LSI
317501ZG,OTC 3ML 5.75 SWP 30@5.75 LSI
317503AT,OTC ECAL 3ML-5.04 SWP5@5.04 RY
317503AU,OTC ECAL 3ML-5.0 SWP2@5.0 BTI
317503BN,OTC ECAL 3ML-5.0 SWP2@5.0 WNA
317503BU,OTC ECAL 3ML-5.04 SWP5@5.04 WN
317503DX,OTC ECAL 3ML-5.22 SWP5@5.22 RY
317503DY,OTC ECAL 3ML-5.08 SWP2@5.08 RY
317503ET,OTC ECAL 3ML-5.15 SWP2@5.15 RY
317503EU,OTC ECAL 3ML-5.28 SWP5@5.28 RY
317503FW,OTC ECAL 3ML-5.0 SWP2@5.0 RYL
317503FX,OTC ECAL 3ML-5.04 SWP5@5.04 BT
317503K2,OTC ECAL 3ML-4.5 SWP2 @ 4.5 JP
317503K3,OTC ECAL 3ML-4.56 SWP5@4.56 JP
317503KT,OTC ECAL 3ML - 5.315 SWP5 @ 5.
317503KU,OTC ECAL 3ML - 5.2 SWP2 @ 5.2
317503LD,OTC ECAL 3ML-5.25 SWP10@5.25 L
317503LE,OTC ECAL 6MGBP-5.0 SW2@5.0 HUS
317503LM,OTC ECAL 6MGBP-5.0 SW2@5.0 DUB
317503LN,OTC ECAL 3ML-5.25 SWP10@5.25 M
317503LT,OTC ECAL USD JPY@120 JPM
317503MD,OTC ECAL 3ML-5.34 SWP5@5.34 MY
317503ME,OTC ECAL 3ML-5.25 SWP2@5.25 MY
317503QF,OTC ECAL 3ML-4.75 SWP2@4.75 ML
317503QG,OTC ECAL 3MLIB-4.78 SWP5@4.78M
317503R6,OTC ECAL 3ML-5.17 SWP2@5.17 WN
317503R8,OTC ECAL 3ML-5.24 SWP5@5.24 WN
317503RJ,OTC ECAL 3ML-5.13 SWP2@5.13 WN
317503RM,OTC ECAL 3ML-5.21 SWP5@5.21 WM
317503TK,OTC ECAL BRITEL/0.20 SWP2@0.45
317503UD,OTC ECAL 3ML-4.85 SWP5@4.85 CB
317503UF,OTC ECAL 3ML/4.80 SWP2@4.80 CB
3328033,UK TSY 4 3/4% 2015 C:BONDS
40410TGK,HBOS TREASURY SERV DISC NT
4081788,DEUTSCHE TELEKOM INT FIN C:COM
4390741,BUNDESREPUB. DEUTSCHLAND S:94
4497W1G7,ING US FUNDING LLC DISC NT
5286601,BUNDESREPUB. DEUTSCHLAND S:97
532313B ,FNCL PL# 725946
533315B ,FNCL PL# 725425
534189B ,BANC OF AMERICA MORTGAGE SEC S
534295B ,GMAC MORTGAGE CORP LOAN TRUST
5401589,BUNDESREPUB. DEUTSCHLAND S:98
540293B ,NEW YORK N Y CITY MUN FIN AUTH
540498B ,SMALL BUSINESS ADMINISTRATION
540502BM,GSR 2003-2F 3A1 CALL MD:CMO MC
540514B ,HAWAII ST
540518B ,FNCL PL# 814336
540800B ,FNCI PL# 615245
540801B ,FNCL PL# 772652
540803B ,FNCI PL# 555350
540804B ,FNCL PL# 668399
542011D ,HBOS TREASURY SERVICES
542123D ,FREDDIE MAC DISCOUNT NT
5421714,SB TREASURY COMPANY LLC S:REGS
542487D ,FED HOME LN DISCOUNT NT
542666D ,ING (US) FUNDING LLC
542681D ,SOCIETE GENERALE N AMER
542742D ,CBA (DELAWARE) FINANCE
542746D ,ABN-AMRO N AMER FIN INC
5880508,BUNDESREPUB. DEUTSCHLAND S:00
5967887,BUNDESREPUB DEUTSCHELAND
628538B ,ALLIED WASTE INDUSTRIES
6548269,JAPAN-241 (10 YEAR ISSUE) S:24
689277B ,SOCIETE GENERALE CALLABLE: 26J
7020896,AUSTRIA (REPUBLIC OF)
7023066,DAIMLER CHRYSLER
7077438,DUTCH GOVT
711219B ,WILLIAMS COS S:144A
7137989,FRANCE (GOVT OF) C:BONDS
7337961,WARNER MEDIA LLC C:COMPANY GUA
7377417,RBS CAPITAL
7414745,PANAMA
7518904,JAPAN FIN CORP MUNI ENT S:INTL
7524848,FRANCE TELECOM S:EMTN
7535033,FRANCE TELECOM S:EMTN C:SR UNS
7535185,HSBC FINANCE CORP
7540509,BUNDESREPUB. DEUTSCHLAND S:03
7548644,KREDITANSTALT FUR WIEDERAUFBAU
7579912,BONOS Y OBLIG DEL ESTADO C:SR
7711275,BUNDESREPUB. DEUTSCHLAND S:200
7787414,SLM CORP S-EMTN
811333D ,FREDDIE MAC DISCOUNT NT S:RB
811335P ,UNICREDIT DELAWARE INC
812024P ,SPINTAB AB
88732HJK,TIME WARNER INC
B00CNK6 ,FRANCE (GOVT OF) C:BONDS
B00KQ67 ,FRANCE (GOVT OF) C:BONDS
B00L7T0 ,PSEG POWER
B00V8T7 ,JAPAN (30 YEAR ISSUE) S:14 C:B
B01DP02 ,BUNDESREPUB. DEUTSCHLAND S:200
B01DWZ6 ,TBA FNMA SINGLE FAMILY 5 TBA M
B01NQM1 ,FLORIDA ST DEPT ENVIRONMENTAL
B01NT00 ,TBA FNMA SINGLE 5.5% TBA MC:FN
B01NTV1 ,BALTIMORE CNTY MD
B01NYY9 ,BONOS Y OBLIG DEL ESTADO C:SR
B01VPK6 ,TREASURY INFLATION INDEXED
B01WWB9 ,KOREA DEVELOPMENT BANK
B01ZHP7 ,SUMITOMO MITSUI BANKING S:EMTN
B02KX42 ,RBS CAPITAL TRUST III (PERP/CA
B02PD03 ,FRANCE (GOVT OF) C:BONDS
B02QXX9 ,JAPAN (10 YEAR ISSUE) S:263 C:
B02SK67 ,UNITED STATES TREASURY NOTE
B03BJX5 ,RABOBANK CAP FD TRST III PERP
B03N4J2 ,SBC COMMUNICATIONS
B03XXZ1 ,JAPAN - 41 (5 YEAR ISSUE) S:41
B04FGQ8 ,FNARM PL# 800171
B0744S0 ,UBS PREFERRED FUNDING (PERP/CA
B07XXW4 ,LLOYDS TSB BANK PLC (CALLABLE)
B08D806 ,UNITED STATES TREASURY NOTE
B09KVK7 ,ILLINOIS EDL FACS AUTH REVS
B09P7G0 ,FNCL PL# 735388
B0BSK80 ,FNCL PL# 725042
B0BSKM4 ,FNCL PL# 673566
B0BV7H7 ,BNP PARIBAS PERP CALL S:144A C
B0DMX14 ,JAPAN (30 YEAR ISSUE) S:19 C:B
B0KR1Y1 ,RESONA BANK LTD PERP CALL S:14
B0LG4V5 ,HBOS PLC S:144A (PERP/CALL) 01
B0MFPR4 ,EL PASO CORPORATION
B0MT639 ,JAPAN (30 YEAR ISSUE) S:20 C:B
B0NZ5C8 ,US TREASURY N/B
B0PFWW5 ,JAPAN-51 (5 YEAR ISSUE) S:51
B0TBHC4 ,UOB CAYMAN LTD PERP CALL S:144
B0TLFT7 ,BK TOKYO-MITSUBISHI UFJ S:EMTN
B0WGTC0 ,HSBC FINANCE CORP C:SR UNSECUR
B0WH1J4 ,UNICREDIT SPA S:EMTN C:JR SUBO
B0Y4Z68 ,US TREASURY N/B
B0Z2NQ7 ,PEMEX PROJ FDG MASTER TR
B0Z7Z44 ,SHINSEI BANK LTD S:144A CALLAB
B10KXQ3 ,US GOVT NATIONAL TREASURY BILL
B10SXQ7 ,MUFG CAPITAL FINANCE 2 (PERP/C
B114JZ5 ,MUFG CAPITAL FIN 1 LTD PERP CA
B11LJ23 ,US GOVT NATIONAL TREASURY BILL
B1431S6 ,SHAW COMMUNICATIONS INC (CALLA
B156VJ5 ,EMBARQ CORP C:SR UNSECURED
B15C3Q4 ,JAPAN - 56 (5 YEAR ISSUE) S:56
B15CTC2 ,WELLS FARGO MORTGAGE BACKED SE
ED0607  ,90DAY EURO FUT JUN07 (CME)
ED0906  ,90 DAY EURO FUTURE (CME)
ED0907  ,90DAY EURO FUT SEP07 (CME)
JB0906  ,JAPAN 10 YEAR BOND (TSE) FUTUR
TYU6C106,US 10 YR FUTURE SEP06 (CBT) CA
TYU6P103,US 10 YR FUTURE SEP06 (CBT) PU
USU6C108,US LONG BOND SEP06 (CBT) CALL
USU6P103,US LONG BOND SEP06 (CBT) PUT O
540872U ,CML RETIREMENT TRUST NO.2
512206U ,MACQUARIE TREASURY FUND
512215U ,SSGA AUSTRALIAN EQUITIES INDEX
517563U ,SSGA INTL EQTY IDX TST
518377U ,MACQUARIE TRUE INDEX AUST FI
518379U ,SSGA AUSTRALIAN CASH TRUST
518384U ,DEUTSCHE CASH PLUS FUND
518848U ,SCHRODER AUSTRALIAN EQUITY FUN
521627U ,CREDIT SUISSE FULLY HEDGED INT
521808U ,MACQUARIE PROPERTY SECURITIES
528044U ,ABN AMRO AUSTRALIAN EQUITY FUN
534508U ,GMO AUSTRALIAN EQUITY POOLED S
535612U ,LAZARD AUSTRALIAN EQUITY FUND
536059U ,BLACKROCK MULTI OPPORTUNITY FU
541648U ,THE SUPER LOANS TRUST
541865U ,ALPHA AUSTRALIAN EQUITY TRUST
541866U ,BT AUSTRALIA GLOBAL RETURN FUN
541867U ,JARDINE FLEMING PST
541868U ,MACQUARIE TRUE INDEX PLUS AUST
541869U ,MAPLE-BROWN ABBOTT POOLED SUPE
542731U ,MERRILL LYNCH
542732U ,MFS GLOBAL EQUITY TRUST
542733U ,MLC AUSTRALIAN AND INTERNATION
542734U ,MLC AUSTRALIAN SHARE FUND
542735U ,MLC BALANCED FUND
542736U ,MLC CAPITAL STABLE FUND
542737U ,SCHRODERS
542738U ,SCHRODERS SUPERANNUATION FUND
542940U ,SSGA AUSTRALIAN LISTED PROPERT
542941U ,SSGA INDEXED CONSERVATIVE TRUS
542942U ,TYNDALL AUSTRALIAN SHARE WHOLE
542943U ,UBS DEFENSIVE INVESTMENT FUND
542944U ,WELLINGTON PST
543022U ,BARCLAYS HEDGED INTERNATIONAL
543023U ,BGI FISSION INTERNATIONAL EQUI
543024U ,CREDIT SUISSE INTERNATIONAL SH
543026U ,MACQUARIE TRUE INDEX GLOBAL BO
543027U ,MACQUARIE GLOBAL BONDS SOLUTIO
543075U ,SUPER MEMBERS HOME LOANS SMHL
540870U ,BARLCAYS AUST LISTED PROPERTY
405239U ,BLACKROCK GLOBAL BOND INDEX FU
540871U ,BT INSTITUTIONAL AUST SUSTAINA
529466U ,CANDRIAM SUSTAINABLE GLOBAL EQ
517613U ,SSGA GLOBAL INDEX PLUS TRUST
541645U ,SSGA GLOBAL INDEX PLUS (HEDGED
535140U ,LLOYD GEORGE EMERGING MARKETS
541855U ,MERRILL LYNCH GLOBAL EQUITY EN
541635U ,MERRILL LYNCH HEDGED GLOBAL EQ
541634U ,IFM STRATEGIC CASH FUND
405786U ,AXA GUARANTEED SAVINGS ACCOUNT
415730U ,BGI HEDGED WORLD EX AUSTRALIA
6013972,CAPRAL LTD COMMON STOCK AUD 0
6102267,BLACKMORES LTD COMMON STOCK AU
6108373,TEN NETWORK HOLDINGS LTD
6165022,RECKON LTD COMMON STOCK AUD 0
6287313,GROPEP LIMITED
6335308,AUSTEREO GROUP LIMITED
6358963,RURALCO HOLDINGS LTD COMMON ST
6382285,AUSTRALIAN AGRICULTURAL CO LTD
6398226,SINGAPORE TELECOMMUNICATIONS L
6496874,KORVEST LTD COMMON STOCK AUD 0
6699781,PREMIER INVESTMENTS LTD COMMON
6706476,PREMIUM INVESTORS LTD
6728221,REEF CASINO TRUST UNIT AUD 0
6730709,K&S CORP LTD COMMON STOCK AUD
6759470,RURAL PRESS LIMITED
6759500,RURAL PRESS
6791977,SEDIMENTARY HOLDINGS NL
6944500,WATTYL
B018MR3 ,WARRNAMBOOL CHEESE & BUTTER FA
B01VGX6 ,LIPA PHARMACEUTICALS LTD
B02WDP9 ,ST GEORGE BANK LIMITED
061734B ,QUEBEC PROVINCE
2094937,UNITED STATES OF AMERICA BOND
2303406,BRITISH COLUMBIA
2304465,CANADIAN GOVERNMENT
2479471,FANNIE MAE C:NOTES
2511641,FNMA
2546364,IADB
2658946,ONTARIO ELECTRICITY FIN
2851369,NOVA SCOTIA PROVINCE
3245239,UNITED KINGDOM GILT C:BONDS
4409904,ALLG. HYPOBK RHEINBODEN S-331
538417D ,GE CAPITAL
539140D ,GE CAPITAL
5397547,KFW S:213 C:GOVT GUARANTEED
542058N ,AUSTRALIA AND NEW ZEALAND BANK
5577639,EIB
5943940,RHEINISCHE
6013262,QUEENSLAND TREASURY CORP S:7
6108328,QUEENSLAND TREASURY CORP S:09
6247340,JAPAN (20 YEAR ISSUE) S:46 C:B
6261083,AUSTRALIAN GOVERNMENT S:118 C:
6334242,WESTERN AUSTRALIA TREASUY CORP
6406981,QUEENSLAND TREASURY CORP S:21
6516891,QUEENSLAND TREASURY CORP S:13
6531526,AUSTRALIAN GOVERNMENT S:119 C:
6690591,NEW S WALES TREASURY CRP S:14
6726474,JAPAN (20 YEAR ISSUE) S:65 C:B
7026106,UNITED MEXICAN STATES
7055199,REPUBLIC OF ITALY S:INTL
721067N ,WESTERN AUSTRALIA TREASURY COR
721583P ,WESTPAC BANKING CORP.
722047P ,GE CAPITAL
7221860,FHLMC
722621D ,AUSTRALIA AND NEW ZEALAND BANK
723095P ,AUSTRALIA AND NEW ZEALAND BANK
7410538,KREDIT FEUR WIEDERAUFBAU
7414682,ONTARIO (PROVINCE OF)
7538054,REPUBLIC OF AUSTRIA C:SR UNSEC
7540662,DEUT PFANDBRIEFBANK AG S:573 C
7569203,DEKABANK S:466 C:JUMBO PFANDBR
7713259,FREDDIE MAC
812334D ,NATIONAL AUSTRALIA BANK LTD./I
812335P ,TOYOTA FINANCE AUSTRALIA LTD.
B064HC6 ,INTL BK RECON & DEVELOP
B0LS165 ,FEDERAL HOME LOAN BANK S:501
BICF    ,BRIDGEWATER INTERNATIONAL CRED
BWJF4000,BRIDGEWATER CORP BOND FUND
521883B ,AIG SUN AMERICA FUNDING II
538138N ,AUSTRALIA AND NEW ZEALAND BANK
538139N ,NATIONAL AUSTRALIA BANK LTD.
540129N ,NATIONAL AUSTRALIA BANK LTD.
540764D ,GE CAPITAL
540932N ,WESTPAC BANKING CORP.
541066D ,ESANDA FINANCE CORP. LTD.
541067D ,COLONIAL FINANCE LTD.
541079D ,CBFC LTD.
541208N ,WESTPAC BANKING CORP.
541569N ,WESTPAC BANKING CORP.
541570N ,NATIONAL AUSTRALIA BANK LTD.
541612D ,ESANDA FINANCE CORP. LTD.
542566N ,NATIONAL AUSTRALIA BANK LTD
542577N ,WESTPAC BANKING CORP
542963D ,NATIONAL AUSTRALIA BANK LTD/CU
IRM7C947,90 DAY BANK BILL FUTURE (SFE)
IRM7P940,90 DAY BANK BILL FUTURE (SFE)
IRU6C942,90 DAY BANK BILL FUTURE (SFE)
IRU6C945,90 DAY BANK BILL FUTURE (SFE)
IRU6C947,90-DAY BANK BILL FUTURE (SFE)
IRU6P940,90 DAY BANK BILL FUTURE (SFE)
IRU6P942,90-DAY BANK BILL FUTURE (SFE)
IRU6P945,90 DAY BANK BILL FUTURE (SFE)
IRU7C950,90-DAY BANK BILL FUTURE (SFE)
IRZ6C940,90-DAY BANK BILL FUTURE (SFE)
IRZ6P937,90-DAY BANK BILL FUTURE (SFE)
YMN6C942,AUSTRALIAN 3YR BOND FUTURE (SF
YMN6P942,AUSTRALIAN 3YR BOND FUTURE (SF
YMQ6P940,AUSTRALIAN 3YR BOND FUTURE (SF
03215PFM,AMRES 1999-1 A CALL MD:HOME EQ
123784B ,SHL 1999-1 A2
12669E2M,CWALT 2003-J1 4A1 CALL MD:CMO
130684F ,CALIFORNIA ST PUB WKS BRD
2080721,CANADIAN GOVERNMENT C:BONDS
2094863,CANADA (GOVT OF)
2225243,COMCAST CORP
2228833,TOKAI PFD CAPITAL CO LLC S:144
2239396,CANADIAN GOVERNMENT S:A-76 C:B
2285883,CANADA (GOVT OF)
2557894,ROYAL BK OF SCOT GRP PLC PERP
2594363,TOBACCO SETTLEMENT FING CORP N
270575B ,FHLB
2710794,US TREASURY INDEXED LINKED
2770691,CMS ENERGY CORP
2802583,SBIC 2001-P10B CL 1
2814889,CANADA
2967835,UNITED STATES TREASURY NOTE IN
3046874,UK TREASURY GILT
3133M36H,FHLB
31384AHJ,FNMA PASS THRU MTG
31384UNV,FNMA PASS THRU MTG
31385HN3,FNMA POOL #545010
31387UEM,FN 594245 MC:FNARM
317502OG,OTC EPUT ACGB 6.25% APR15 @ 6.
317502TA,OTC ECAL ACGB 6.25% 15APR @ 5.
317503HV,OTC ECAL 3MLIB-4.54 SWP5@4.54
317503HW,OTC ECAL 3MLIB-4.5 SWP24.5 CBK
317503LQ,OTC ECAL 3ML-5.15 SWP2@5.15 DU
317503LR,OTC ECAL 3ML-5.28 SWP@5.28 DUB
36202DPV,GNMA
36202DSF,GNMA PL#003218
36211XSY,GNMA POOL 526235X
36212VB2,GNMA PASS THRU SGL FAML #54465
36225BC4,GNMA #780991X
36225MB1,GN II ARM #080393X
36225MB2,GN II ARM #080407X
414707B ,GANDEL PROPERTY TRUST
5132511,BELGIUM (KINGDOM OF)
5212286,HYPOTHEKENBANK IN ESSEN
521739B ,CFS RETAIL PROPERTY TRUST S:9
525212B ,BRISBANE SQUARE FINANCE PTY LT
527379B ,HSBC BANK AUSTRALIA - TRANSFER
5293634,REPUBLIC OF AUSTRIA C:BONDS
5306587,FED NATL MORTGAGE ASSOC
536188B ,FH PL# 1G0867
536193BM,FNR 2003-34 A1 CALL MD:CMO MC:
536194BM,FNGT 2004-T3 1A1 CALL MD:CMO M
538105B ,CITIGROUP MORTGAGE LOAN TRUST
538972D ,TELSTRA CORP LTD.
541106D ,QUAY 62 PTY LTD
541115D ,ESANDA FINANCE CORP. LTD.
5420142,BONOS Y OBLIG DEL ESTADO C:BON
542036D ,SOCIETE GENERALE N AMER
542374D ,GE CAPITAL
542505D ,NORDEA NORTH AMERICA INC
543098D ,DANSKE CORPORATION
5515071,EUROPEAN INVESTMENT BANK 5.375
5809343,BUNDESREPUBLIC DEUTSCHELAND
5900343,FRANCE (GOVT OF) OAT
6212155,AUSTRALIA POSTAL CORP S:MTN
639253EA,NAVARRO
6412944,WESTERN AUST TREAS CORP
649474B ,TOBACCO SETTLEMENT FING CORP N
65535VAA,NOMURA ASSET ACCEPTANCE
6562106,WOOLWORTHS LIMITED - S:MTN
656489B ,NEW YORK CITY TRANSITIONAL FIN
700187B ,FANNIE MAE WHOLE LOAN S:2004-W
705507D ,QUEBEC PROVINCE S:MTN
711179B ,RESONA BANK LTD S:144A (PERP/C
7617997,HSBC FINANCE CORP
811921P ,SCHOONER CAPITAL PTY LTD.
814420D ,MACQUARIE OFFICE TRUST
814931P ,CRUSADE CP
83162CLM,SBAP 2000-20K 1 CALL MD:BUSINE
83365SH8,SOCIETE GENERALE N.A. DISC NT
888808AR,TOBACCO SETTLEMENT FING CORP N
888808BH,TOBACCO SETTLEMENT FING CORP N
88880PAC,TOBACCO SETTLEMENT (MUNIPAL BO
88880TBA,TOBACCO SETTLEMENT FING CORP N
90262DHM,UBS FINANCE (DE) LLC
B02Q1D5 ,BUNDESOBLIGATION S - 145
B02ZHP6 ,BADGER TOB ASSET SECURITISATIO
B02ZZG3 ,IPG FINANCE PTY LTD S:MTN
B03KWP5 ,SOUTH AUST GOVT FIN AUTH S:11
B05QH12 ,GENERAL ELEC CAP CORP
B06K8M1 ,ENTERPRISE PRODUCTS OPER SERIE
B08CHK6 ,NATIONAL CAPITAL TRST II PERP
B08PCD3 ,EUROPEAN INVESTMENT BANK S:EAR
B08T644 ,US TREASURY N/B
B0B5GV6 ,NORTHERN TERRITORY TREASURY
B10SKH7 ,CBA CAPITAL TRUST II PERP CALL
B114QS7 ,WOOLWORTHS LIMITED S:MTN
ED0307  ,90DAY EURO FUT MAR07 (CME)
ED1207  ,90DAY EURO FUT DEC07 (CME)
45614,ANTOFAGASTA PLC COMMON STOCK G
129057,BRITISH AIRWAYS
287580,BRITISH AMERICAN TOBACCO PLC C
483548,ABI SAB GROUP HOLDING LTD COMM
632016,INTERNATIONAL POWER PLC
951625,SPORTINGBET PLC
2001799,ALPHARMA INC
2012605,ALASKA AIR GROUP INC COMMON ST
2012672,ENERGEN CORP
2023607,AMGEN INC COMMON STOCK USD 0.0
2023748,HESS CORP COMMON STOCK USD 1
